Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
"click(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Tab Thông tin hồ sơ/Screen_Chi tiết yêu cầu_Tab thông tin hồ sơ_Subtab Thông tin KH và NLQ/droplistItem_TT người liên hệ 1_Khác""))",Chrome 119.0.0.0,,,2023-11-24 08:54:59,2023-11-24 08:54:59,0.526s,PASSED
"setText(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Tab Thông tin hồ sơ/Screen_Chi tiết yêu cầu_Tab thông tin hồ sơ_Subtab Thông tin KH và NLQ/textbox_TT người liên hệ 1_Họ và tên""), ""Nguyễn Văn A"")",Chrome 119.0.0.0,,,2023-11-24 08:54:59,2023-11-24 08:55:00,1.022s,PASSED
"setText(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Tab Thông tin hồ sơ/Screen_Chi tiết yêu cầu_Tab thông tin hồ sơ_Subtab Thông tin KH và NLQ/textbox_TT người liên hệ 1_Số điện thoại""), ""0385943921"")",Chrome 119.0.0.0,,,2023-11-24 08:55:00,2023-11-24 08:55:01,0.697s,PASSED
"scrollToElement(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Tab Thông tin hồ sơ/Screen_Chi tiết yêu cầu_Tab thông tin hồ sơ_Subtab Thông tin KH và NLQ/component_Thông tin người liên hệ""), 120)",Chrome 119.0.0.0,,,2023-11-24 08:55:01,2023-11-24 08:55:01,0.253s,PASSED
Thread.sleep(2000),Chrome 119.0.0.0,,,2023-11-24 08:55:01,2023-11-24 08:55:03,2.004s,PASSED
"click(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Tab Thông tin hồ sơ/Screen_Chi tiết yêu cầu_Tab thông tin hồ sơ_Subtab Thông tin KH và NLQ/button_Thông tin uy tín tín dụng_Tra cứu CIC""))",Chrome 119.0.0.0,,,2023-11-24 08:55:03,2023-11-24 08:55:03,0.357s,PASSED
"click(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Tab Thông tin hồ sơ/Screen_Chi tiết yêu cầu_Tab thông tin hồ sơ_Subtab Thông tin KH và NLQ/checkbox_Tra cứu CIC_Tổng hợp_Chọn tất cả""))",Chrome 119.0.0.0,,,2023-11-24 08:55:03,2023-11-24 08:55:04,0.511s,PASSED
"click(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Tab Thông tin hồ sơ/Screen_Chi tiết yêu cầu_Tab thông tin hồ sơ_Subtab Thông tin KH và NLQ/button_Tra cứu CIC_Tra cứu""))",Chrome 119.0.0.0,,,2023-11-24 08:55:04,2023-11-24 08:55:04,0.510s,PASSED
"waitForElementNotPresent(findTestObject(""Sidebar_Khay/pageLoading_Đang xử lý""), 120)",Chrome 119.0.0.0,,,2023-11-24 08:55:04,2023-11-24 08:55:08,3.818s,PASSED
"click(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Tab Thông tin hồ sơ/Screen_Chi tiết yêu cầu_Tab thông tin hồ sơ_Subtab Thông tin KH và NLQ/button_Tra cứu CIC_Đóng""), STOP_ON_FAILURE)",Chrome 119.0.0.0,,,2023-11-24 08:55:08,2023-11-24 08:55:09,0.301s,PASSED
"click(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Tab Thông tin hồ sơ/Screen_Chi tiết yêu cầu_Tab thông tin hồ sơ_Subtab Thông tin KH và NLQ/button_Tra cứu CIC_Hủy""))",Chrome 119.0.0.0,,,2023-11-24 08:55:09,2023-11-24 08:55:09,0.711s,PASSED
Thread.sleep(2000),Chrome 119.0.0.0,,,2023-11-24 08:55:09,2023-11-24 08:55:11,2.003s,PASSED
"scrollToElement(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Tab Thông tin hồ sơ/Screen_Chi tiết yêu cầu_Tab thông tin hồ sơ_Subtab Thông tin KH và NLQ/component_Thông tin AML""), 0)",Chrome 119.0.0.0,,,2023-11-24 08:55:11,2023-11-24 08:55:11,0.256s,PASSED
"click(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Tab Thông tin hồ sơ/Screen_Chi tiết yêu cầu_Tab thông tin hồ sơ_Subtab Thông tin KH và NLQ/button_Thông tin AML_Đồng bộ""))",Chrome 119.0.0.0,,,2023-11-24 08:55:11,2023-11-24 08:55:12,0.291s,PASSED
"waitForElementNotPresent(findTestObject(""Sidebar_Khay/pageLoading_Đang xử lý""), 120)",Chrome 119.0.0.0,,,2023-11-24 08:55:12,2023-11-24 08:55:14,2.522s,PASSED
"click(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Các action xử lý/button_Lưu""))",Chrome 119.0.0.0,,,2023-11-24 08:55:14,2023-11-24 08:55:15,0.301s,PASSED
"click(findTestObject(""Screen_Chi tiết yêu cầu/Screen_Chi tiết yêu cầu_Các action xử lý/tab_Thông tin hồ sơ_Thông tin nguồn thu""))",Chrome 119.0.0.0,,,2023-11-24 08:55:15,2023-11-24 08:55:16,1.458s,PASSED
